Student_ID,Student_Name,Age,Gender,Department,Attendance_Rate,CA_Score,MidSem_Score,Prev_CGPA,Study_Hours_Week
STU/MC/2022/01059,Oluwaseun Olalekan,16,Female,Mass Communication,74.5,12.1,8.5,1.6,3.6
STU/A/2019/01060,Yetunde Alayi,19,Female,Architecture,92.2,16.9,8.1,3.52,16.4
STU/S/2023/01061,Rose Nwankwo,24,Female,Statistics,65.2,25.3,11.8,2.33,13.5
STU/L/2024/01062,Daniel Umeh,23,Male,Law,79.8,24.3,18.1,3.87,22
STU/M/2023/01063,Adanna Oladiran,17,Female,Mathematics,61,17.5,12.6,2.36,5.2
STU/E/2024/01064,Lawal Zakariyau,29,Male,Economics,94.7,30,13.9,4.97,34.6
STU/BA/2020/01065,Uzoamaka Adebisi,24,Female,Business Administration,88.4,23.6,15.3,3.78,21.6
STU/M/2024/01066,Idris Mbah,23,Male,Microbiology,52.9,4.1,8.2,1.25,14.4
STU/P/2022/01067,Lanre Olalekan,23,Male,Physics,64.6,17.2,13.9,2.51,23
STU/B/2023/01068,Chizaram Oladiran,27,Male,Biochemistry,74.2,13.8,11.8,3.08,29
STU/BA/2023/01069,Uchenna Yusuf,22,Male,Business Administration,58.8,8.1,6.8,1.69,15.6
STU/A/2024/01070,Emmanuel Olalusi,17,Male,Architecture,75.8,26.5,17.9,4.19,24.4
STU/EE/2023/01071,Chizaram Onwudiwe,24,Male,Electrical Engineering,69.9,6.9,8.6,1.72,11.1
STU/B/2019/01072,Zainab Okoro,21,Female,Biochemistry,58.4,20.7,12.9,3.2,9.2
STU/ME/2024/01073,Miriam Okafor,22,Female,Mechanical Engineering,59.7,21.9,15.3,3.88,25.7
STU/ME/2023/01074,Philip Banjo,21,Male,Mechanical Engineering,78.6,11.4,4,1.66,15.8
STU/AS/2020/01075,Joseph Oladoja,16,Male,Agricultural Science,96.2,23.6,13.6,3.88,15.1
STU/M/2019/01076,Hauwa Fasanya,23,Female,Microbiology,71,19.8,11.6,3.09,19.9
STU/CS/2023/01077,Hope Akinola,16,Female,Computer Science,87.7,21.3,14.5,3.4,24.6
STU/CE/2019/01078,Hadiza Olalusi,28,Female,Chemical Engineering,68.1,14.4,12.4,2.08,9.2
STU/E/2020/01079,Ifeanyi Obi,16,Male,Economics,65.7,22.4,9.2,2.63,11.5
STU/EE/2021/01080,Rachel Ukwu,30,Female,Electrical Engineering,90.6,4.8,11.3,1.49,12.6
STU/E/2023/01081,Lydia Alao,30,Female,Economics,81.3,28.1,19.3,4.72,22.1
STU/MC/2024/01082,Chinwe Fasanya,25,Male,Mass Communication,83.3,20.5,12.8,3.58,20.8
STU/CE/2019/01083,Ayo Dada,20,Male,Civil Engineering,97.4,30,20,4.84,30.3
STU/N/2021/01084,Garba Kadiri,21,Male,Nursing,65.4,20.9,15.4,3.17,23.9
STU/S/2024/01085,Isa Eze,27,Male,Statistics,47.8,16.6,1.9,1.44,6.6
STU/EE/2024/01086,Hope Biobaku,29,Female,Electrical Engineering,81.4,15.2,12.1,2.17,21.5
STU/CE/2024/01087,Luke Adebisi,28,Male,Chemical Engineering,63,13.3,2.7,1.41,6.3
STU/M/2021/01088,Toyin Ihejirika,18,Female,Mathematics,46,15.6,13.6,2.62,22.4
STU/MC/2022/01089,Faith Musa,29,Female,Mass Communication,36.1,14.4,12,2.63,14.7
STU/AS/2022/01090,Chukwuemeka Ume,24,Male,Agricultural Science,100,28.5,20,4.7,20.5
STU/P/2021/01091,Biodun Akindele,21,Male,Pharmacy,58.9,28.3,18.2,3.44,23.4
STU/MC/2023/01092,Ogechukwu Nwankwo,23,Female,Mass Communication,32.2,17.7,11.1,2.37,16.9
STU/BA/2019/01093,George Olatunji,20,Male,Business Administration,54.4,16.2,14.9,2.34,10.3
STU/S/2019/01094,Favour Zannah,23,Female,Statistics,86.3,19.2,20,4.74,28.1
STU/EE/2019/01095,Wole Olaolu,24,Male,Electrical Engineering,83.4,30,14.1,4.54,21.4
STU/B/2023/01096,Philip Unachukwu,30,Male,Biochemistry,45.6,19.5,11.8,2.36,8.4
STU/AS/2020/01097,Chibueze Ugwuanyi,19,Male,Agricultural Science,100,26.8,20,4.94,29.1
STU/A/2019/01098,Chibundu Banjo,16,Male,Accounting,70.7,9.3,5.7,1.85,12
STU/M/2023/01099,Samuel Olawoye,20,Male,Microbiology,96.3,18.1,11.8,3.3,20.5
STU/M/2020/01100,Ramatu Olaposi,29,Female,Microbiology,58.9,15.9,11.3,3.21,17.9
STU/A/2020/01101,Gift Agu,22,Female,Architecture,70.6,21.1,12.6,3.55,19.3
STU/M/2020/01102,Abubakar Ogunwale,28,Male,Microbiology,17.5,15.1,7.4,1.57,1
STU/BA/2024/01103,Joshua Uzoma,28,Male,Business Administration,81.8,13.6,12.8,2.67,18.5
STU/S/2024/01104,Hope Okoro,30,Female,Statistics,78.7,30,20,4.8,29.2
STU/M/2022/01105,Ronke Damilola,16,Female,Medicine,77.9,18.3,11.3,3.2,16.2
STU/M/2021/01106,Monday Amadi,16,Male,Mathematics,59.4,21,12.6,3.25,24.1
STU/M/2020/01107,Ngozi Okonkwo,28,Female,Mathematics,45.3,13.1,10.5,2.07,7.6
STU/AS/2020/01108,Sarah Alayande,22,Female,Agricultural Science,93.3,16.9,20,4.63,38.1
STU/EE/2020/01109,Emmanuel Shuaibu,17,Male,Electrical Engineering,82.9,18.2,15,2.5,17.8
STU/A/2020/01110,Joy Olalusi,26,Female,Accounting,59.4,10.8,5.9,1.57,8.4
STU/CE/2022/01111,Grace Onu,27,Female,Chemical Engineering,78.7,12.3,9.4,2.61,12.4
STU/B/2021/01112,Danladi Olalusi,16,Male,Biochemistry,61.6,11.9,11,2.59,17.9
STU/M/2020/01113,Chukwuemeka Bashorun,21,Male,Mathematics,81.2,30,20,4.66,25.4
STU/S/2020/01114,Chukwudi Nwankwo,28,Male,Statistics,100,22.4,4.5,2.69,13.2
STU/M/2021/01115,Grace Akinola,20,Female,Microbiology,74.2,18.6,13.5,3.37,19.1
STU/M/2020/01116,Nkechi Nwankwo,26,Female,Mathematics,45.6,17.1,11.5,2,13.4
STU/P/2021/01117,Goodluck Olayinka,26,Male,Physics,17.8,10.4,5.4,1.37,6.6
STU/AS/2024/01118,Abiodun Damilola,23,Female,Agricultural Science,45.7,6.5,11.8,1.94,15.3
STU/M/2019/01119,Tijani Ugwuanyi,19,Male,Medicine,51,22.6,9.3,3.29,19.7
STU/S/2020/01120,Nkechi Afolabi,30,Female,Statistics,58.4,17.3,10,2.62,16.4
STU/M/2020/01121,Susan Nwankwo,26,Female,Medicine,72.2,11.2,8,1.64,8.3
STU/ME/2022/01122,John Ogunleye,25,Male,Mechanical Engineering,87,1.4,4.7,1.55,8.8
STU/L/2023/01123,Abigail Olajide,29,Female,Law,58.1,15.4,8.8,1.06,6.4
STU/MC/2021/01124,Dupe Ogunsola,20,Female,Mass Communication,83.2,20.6,19,3.59,25.1
STU/EE/2023/01125,Dupe Aladesanmi,27,Female,Electrical Engineering,100,27.4,15.5,3.62,27.6
STU/ME/2022/01126,Hauwa Issa,25,Female,Mechanical Engineering,49.3,1.9,1.1,1.25,1
STU/CE/2020/01127,Kabir Nwosu,21,Male,Chemical Engineering,86.9,30,17.4,3.06,19.6
STU/CS/2019/01128,Adanna Aladesanmi,26,Female,Computer Science,100,19.4,20,4.58,22.3
STU/M/2024/01129,Gbenga Olagunju,29,Male,Medicine,62.2,25.6,8.1,2.5,18.5
STU/P/2019/01130,Priscilla Olagunju,29,Female,Pharmacy,100,28.8,16.7,4.47,37.7
STU/P/2021/01131,Safiya Ogunleye,24,Female,Physics,79.8,15.6,19.8,4.05,34.9
STU/CE/2022/01132,Raliya Alayo,19,Female,Civil Engineering,100,28.7,17.5,4.44,25.3
STU/AS/2019/01133,Chibueze Ogundipe,21,Male,Agricultural Science,87.1,21.4,16.5,4.02,24.5
STU/P/2019/01134,Folake Alao,16,Female,Physics,71.6,14.2,6.5,1.8,10.8
STU/CE/2022/01135,Dupe Olayode,21,Female,Civil Engineering,92.7,28.9,19.5,4.31,31.8
STU/EE/2021/01136,Chinyere Fatoye,16,Female,Electrical Engineering,100,28.4,20,4.84,26.7
STU/AS/2023/01137,Safiya Nuhu,24,Female,Agricultural Science,100,30,18.2,4.79,29
STU/P/2022/01138,Ramatu Fatoki,18,Female,Pharmacy,85.5,30,16.9,4.56,34.6
STU/M/2021/01139,Catherine Olalusi,29,Female,Microbiology,36.4,11.9,5.8,1.67,16.2
STU/P/2019/01140,Favour Okeke,24,Female,Physics,31.4,19.3,6.1,1.52,17.2
STU/M/2020/01141,Chukwuemeka Alayo,21,Male,Microbiology,52,17.8,16.9,3.56,22.6
STU/E/2022/01142,Toyin Ogundele,16,Female,Economics,49.4,16.7,11,3.09,17.5
STU/CE/2020/01143,Bose Olayode,23,Female,Chemical Engineering,84.9,20.4,13.8,4.85,34
STU/N/2020/01144,Ifeanyi Opara,20,Male,Nursing,29.4,17.3,8,1.84,11.3
STU/AS/2020/01145,Victor Musa,18,Male,Agricultural Science,79.8,22.9,17.5,4.51,25.7
STU/N/2021/01146,Oluwafunmilayo Olaniran,16,Female,Nursing,40.8,20.1,10.4,3.13,16.3
STU/L/2022/01147,Ruth Musa,26,Female,Law,61.6,15.6,9,2.06,11.1
STU/CE/2022/01148,Richard Olalusi,22,Male,Civil Engineering,48.2,13.5,3.2,1.21,13.3
STU/A/2024/01149,Gambo Olawal,26,Male,Architecture,86.1,27.8,16,3.33,20.1
STU/A/2023/01150,Uzoamaka Alawode,17,Female,Architecture,100,22.5,18.7,3.56,21.3
STU/B/2021/01151,Nana Olawoye,22,Female,Biochemistry,44.7,6.3,7.6,1.49,2.2
STU/AS/2019/01152,Nnenna Obi,27,Female,Agricultural Science,96.2,25.8,19.1,3.9,27.6
STU/S/2020/01153,Obiageli Okafor,26,Female,Statistics,76,28.8,17.1,4.6,27.5
STU/CE/2023/01154,Paul Umeh,28,Male,Chemical Engineering,63.8,15.2,6.3,2.46,17.2
STU/MC/2022/01155,Joy Olawal,24,Female,Mass Communication,57.7,17.6,14.3,3.02,25.6
STU/M/2019/01156,Lawal Olayinka,16,Male,Mathematics,42.8,11.2,16.3,2.11,6.3
STU/M/2019/01157,Usman Adebisi,29,Male,Mathematics,100,19.2,17.9,3.91,23.6
STU/B/2023/01158,Aisha Onwudiwe,26,Female,Biochemistry,79.9,25.7,18.1,4.47,31.6
STU/CE/2019/01159,Joshua Olaolu,22,Male,Chemical Engineering,47.9,10.9,7.1,1.19,8.6
STU/CE/2023/01160,Felix Fatoki,17,Male,Civil Engineering,41.5,23.4,15.4,2.53,21.3
STU/M/2021/01161,George Lawal,30,Male,Mathematics,76.8,20.6,11.8,3.49,18.2
STU/CE/2019/01162,Samuel Oladoja,28,Male,Chemical Engineering,100,26,18.2,4.14,31
STU/CE/2024/01163,Ngozi Olawoye,18,Female,Chemical Engineering,73.9,21.7,15.2,3.39,17
STU/A/2020/01164,Gambo Zakariyau,25,Male,Architecture,21,16.6,6.9,2.38,17.5
STU/L/2019/01165,Bimpe Amadi,21,Female,Law,53.1,24.3,17.5,3.16,25.6
STU/AS/2023/01166,Chidinma Damilola,18,Female,Agricultural Science,74.7,15.5,11.9,2.92,20.5
STU/CE/2024/01167,Francis Ugwuanyi,18,Male,Chemical Engineering,56.1,25.1,20,4.44,29.2
STU/EE/2022/01168,Catherine Alamu,19,Female,Electrical Engineering,40.9,13,7.1,1.23,16.8
STU/N/2019/01169,Damilola Okeke,23,Male,Nursing,77.9,17.3,13,3.36,29.1
STU/CE/2021/01170,Felix Zannah,28,Male,Civil Engineering,83.1,27.2,18.4,4.13,27.4
STU/E/2019/01171,Uchenna Ogbu,18,Male,Economics,67.9,17.5,15.9,2.7,20.3
STU/MC/2021/01172,Chisom Alade,16,Male,Mass Communication,69.8,18,12.3,2.63,14.1
STU/P/2022/01173,Emeka Adewale,18,Male,Pharmacy,47.8,11.2,5.1,1.46,9.7
STU/L/2022/01174,Abubakar Fasanya,16,Male,Law,42.7,22.6,10.7,2.34,14.5
STU/ME/2024/01175,Daniel Okafor,21,Male,Mechanical Engineering,47.2,19.7,13.1,3.34,14.2
STU/CE/2023/01176,Ifeanyi Olayemi,16,Male,Civil Engineering,75.2,13.4,12.6,2.79,17.4
STU/A/2023/01177,Aisha Yusuf,16,Female,Architecture,47.3,9.5,9.7,2.26,15.7
STU/AS/2023/01178,Sandra Alao,24,Female,Agricultural Science,100,26.1,16.5,4.96,31.9
STU/A/2020/01179,Goodluck Olajide,30,Male,Accounting,71.4,18.1,11.1,2.53,16.1
STU/A/2019/01180,Chinwe Fayemi,25,Female,Architecture,96.2,30,18.7,4.65,35.7
STU/MC/2019/01181,Onyeka Zannah,23,Male,Mass Communication,80.3,25.4,18.3,4.28,26.4
STU/S/2022/01182,Oluwaseun Olanike,21,Male,Statistics,99.7,23.1,11.7,3.74,13.5
STU/MC/2024/01183,Akunna Odunbaku,16,Female,Mass Communication,100,17.4,20,4.26,20.7
STU/MC/2019/01184,Nkechi Olayiwola,21,Female,Mass Communication,74,20.1,12.3,2.75,17.4
STU/P/2024/01185,Gambo Nuhu,25,Male,Pharmacy,39.7,8.9,6.4,1.34,5.4
STU/BA/2020/01186,Victor Amadi,27,Male,Business Administration,100,11.4,11.2,4.01,29
STU/ME/2020/01187,Funmi Olamosu,28,Female,Mechanical Engineering,86.8,23.5,10.3,3.32,19.7
STU/N/2023/01188,Kemi Olalekan,17,Female,Nursing,100,18.2,18.2,4.12,27
STU/AS/2019/01189,Toyin Okoro,22,Female,Agricultural Science,63,19.6,10.8,2.53,13.8
STU/N/2022/01190,Chizaram Olalekan,25,Male,Nursing,89.4,26.6,13.9,4.04,21.5
STU/AS/2019/01191,Onyekachi Alade,16,Male,Agricultural Science,100,29.7,9.2,4.52,29
STU/M/2022/01192,Nnamdi Akindele,29,Male,Mathematics,30.5,20.7,1.7,1.45,7.9
STU/E/2020/01193,Aminu Uzoma,27,Male,Economics,74.1,17,11.8,2.63,26.4
STU/M/2023/01194,Kemi Dada,23,Female,Microbiology,64.9,12.5,9,1.58,8.1
STU/E/2023/01195,Innocent Okonkwo,28,Male,Economics,100,18.7,19.7,3.96,25.9
STU/BA/2020/01196,Titi Ogunsola,29,Female,Business Administration,53.8,21.4,14.4,3.2,18
STU/B/2021/01197,Miriam Umeora,24,Female,Biochemistry,54.6,12.6,15.9,2.69,11.6
STU/M/2024/01198,George Idris,21,Male,Medicine,63.9,28.1,13.5,3.35,22.1
STU/S/2022/01199,Uzoamaka Dauda,27,Female,Statistics,99.1,27.6,20,4.71,31.9
STU/S/2019/01200,Falmata Oladipo,22,Female,Statistics,100,28.3,18.5,4.9,25.5
STU/CE/2022/01201,Aisha Damilola,20,Female,Chemical Engineering,63.6,18.4,12.6,3.12,22.9
STU/M/2019/01202,Samuel Fatoumbi,28,Male,Medicine,87.3,21.5,16.8,2.74,19.8
STU/M/2022/01203,Yetunde Olalekan,19,Female,Medicine,31,12,6.7,1.77,11.5
STU/EE/2020/01204,Hope Ukwu,17,Female,Electrical Engineering,52.5,14,15.1,2.59,15.2
STU/M/2019/01205,Uche Ukwu,18,Male,Microbiology,100,25.1,20,4.85,23.8
STU/CE/2023/01206,Amaka Nnaji,17,Female,Civil Engineering,64.8,20.9,10.6,2.49,20.3
STU/A/2021/01207,Dupe Odum,24,Female,Architecture,81.6,30,17.9,4.93,28.4
STU/B/2022/01208,Yetunde Akindele,29,Female,Biochemistry,59.3,12.2,7.2,1.66,7.7
STU/N/2020/01209,Hope Oladoja,27,Female,Nursing,56.4,25.3,17.9,3.35,21.6
STU/MC/2021/01210,Abdullahi Oladipo,21,Male,Mass Communication,89.1,23,20,4.51,28.4
STU/M/2024/01211,Susan Ismail,27,Female,Medicine,58.8,19,13.5,1.58,16.4
STU/BA/2020/01212,Michael Mohammed,23,Male,Business Administration,100,25.6,19.8,4.6,23.8
STU/P/2024/01213,Rebecca Nze,29,Female,Physics,20.9,10.6,6.4,1.29,5.3
STU/P/2021/01214,Adebayo Eze,25,Male,Pharmacy,82.9,30,19.6,4.98,20.8
STU/MC/2021/01215,Ibrahim Dawodu,17,Male,Mass Communication,69.4,26.5,14.5,3.86,33.4
STU/L/2024/01216,Paul Oladipo,19,Male,Law,77.7,30,14.3,4.28,18.6
STU/S/2023/01217,Maryam Olapade,26,Female,Statistics,85.7,24.6,9.9,3.38,19.8
STU/AS/2021/01218,Sadiq Akindele,16,Male,Agricultural Science,40.9,19.3,10,2.22,9.9
STU/ME/2020/01219,Chinonso Akinola,29,Male,Mechanical Engineering,63.5,20.2,14.5,3.92,25.8
STU/A/2020/01220,Chinonso Ugwuanyi,28,Male,Architecture,78.5,21.7,6.1,1.41,4.4
STU/A/2022/01221,Sadiq Anyanwu,24,Male,Architecture,99.3,30,19.2,4.7,27.3
STU/CS/2021/01222,Niyi Banjo,24,Male,Computer Science,100,19.9,14.3,4.37,32.6
STU/ME/2022/01223,Catherine Olanrewaju,20,Female,Mechanical Engineering,38.6,0.9,6.2,1.25,10.8
STU/M/2022/01224,Ayo Okonkwo,21,Male,Mathematics,94.5,18.4,7.4,2.24,17.1
STU/B/2019/01225,Mercy Adeyemi,21,Female,Biochemistry,83.5,26.7,19.9,4.81,29.3
STU/N/2019/01226,Lola Ogunmola,20,Female,Nursing,77.2,25.5,13.6,4.47,36
STU/AS/2023/01227,Mary Dada,23,Female,Agricultural Science,31.8,6.4,4.8,1.17,4.8
STU/P/2024/01228,Matthew Oladele,25,Male,Pharmacy,72.5,21,12.7,2.84,10.7
STU/AS/2019/01229,Comfort Opara,17,Female,Agricultural Science,48.1,19.9,12.5,2.46,19.1
STU/N/2023/01230,Shade Zakariyau,23,Female,Nursing,98.7,23.1,15,4.4,27.8
STU/ME/2023/01231,Ayo Olaposi,28,Male,Mechanical Engineering,60.9,21.1,15.7,2.84,15
STU/CE/2020/01232,Sola Ogunleye,24,Male,Civil Engineering,86.6,25.4,12.1,3.69,20.5
STU/M/2024/01233,Oluwafemi Banjo,24,Female,Medicine,49.2,23.2,19.1,3.35,12.2
STU/EE/2019/01234,Susan Nwosu,21,Female,Electrical Engineering,90.3,17.3,12.1,2.74,13.6
STU/P/2023/01235,Peter Alayo,19,Male,Pharmacy,100,25.9,20,4.7,26.4
STU/CS/2020/01236,Kemi Nwankwo,16,Female,Computer Science,53.3,0.4,6.3,1.36,8.5
STU/L/2021/01237,Ngozi Ogunmola,30,Female,Law,96,28,20,4.72,31.8
STU/BA/2022/01238,Segun Olayemi,30,Male,Business Administration,80.9,30,16.8,4.23,23.1
STU/M/2021/01239,Michael Olalusi,16,Male,Mathematics,56.3,10.5,6.3,1.13,6.6
STU/M/2023/01240,Oluwaseun Aladesanmi,19,Female,Microbiology,85.5,29.1,20,4.24,18.7
STU/CE/2024/01241,Theresa Nwankwo,22,Female,Civil Engineering,100,29.4,16.5,4.35,14.7
STU/B/2024/01242,Aminu Fatoki,21,Male,Biochemistry,41.3,5.9,9.7,1.18,3.4
STU/MC/2023/01243,Hadiza Afolabi,28,Female,Mass Communication,94.5,30,20,4.53,32.1
STU/M/2020/01244,Bilkisu Nwosu,30,Female,Microbiology,79.2,21.1,16,3.17,22.5
STU/M/2020/01245,Susan Olayemi,16,Female,Medicine,55.4,18.9,14.9,2.78,17.6
STU/AS/2019/01246,Lanre Ihejirika,16,Male,Agricultural Science,62.8,16.5,18,3.16,23.1
STU/CE/2024/01247,Wole Afor,23,Male,Civil Engineering,93,24.5,17.5,4.12,24.4
STU/P/2019/01248,Mark Odum,27,Male,Pharmacy,88.2,24.7,13.4,3.48,24
STU/BA/2021/01249,Jide Ugwuanyi,30,Male,Business Administration,64,9.9,11.1,2.25,11.6
STU/N/2022/01250,Francis Nze,28,Male,Nursing,92.4,21.2,13,3.62,16.7
STU/BA/2021/01251,Luke Ogunsanya,25,Male,Business Administration,94.4,17.5,11.3,3.2,16.2
STU/M/2023/01252,Peter Olalekan,28,Male,Microbiology,85.3,26.4,20,3.89,26
STU/ME/2020/01253,Shade Olagunju,17,Female,Mechanical Engineering,49.6,13.7,20,3.17,14.3
STU/CE/2022/01254,Hadiza Obi,16,Female,Chemical Engineering,79.5,17.2,11.5,2.45,20.4
STU/L/2023/01255,Abdullahi Alamu,22,Male,Law,78.6,24,15.3,3.87,19.4
STU/S/2019/01256,Mercy Issa,16,Female,Statistics,41.7,4.2,6.2,1.01,6.8
STU/P/2020/01257,Hassan Alayande,21,Male,Pharmacy,63,12.1,12.5,2.02,15.2
STU/ME/2023/01258,Michael Uzoma,16,Male,Mechanical Engineering,89.1,25.3,16.5,3.95,27.6
STU/MC/2022/01259,Funmi Olanrewaju,20,Female,Mass Communication,73.3,20.4,11.9,1.97,13.7
STU/M/2020/01260,Kemi Oladoja,29,Female,Medicine,81.9,21.4,15.6,3.26,18.4
STU/CS/2019/01261,Donald Alayemi,30,Male,Computer Science,68.2,24.3,16.6,3.78,25.9
STU/S/2021/01262,Chinwe Olaposi,27,Male,Statistics,81.9,27.1,16.6,4.01,22.9
STU/MC/2019/01263,Innocent Ogundele,25,Male,Mass Communication,90.7,22,15.8,4.64,25.6
STU/A/2020/01264,Aina Mohammed,27,Female,Architecture,50.3,20.6,12.2,2.86,14.8
STU/ME/2023/01265,Gbenga Afor,24,Male,Mechanical Engineering,92.1,28.1,20,4.92,26.4
STU/P/2019/01266,Oluwaseun Onwudiwe,16,Female,Physics,59.1,4,5.5,1.22,1
STU/B/2020/01267,Leah Adeyemi,23,Female,Biochemistry,85.6,24.4,20,4.95,25.2
STU/CS/2022/01268,Danladi Olayode,18,Male,Computer Science,36.6,9.1,7.4,1.14,13
STU/CE/2019/01269,Lawal Olalusi,19,Male,Civil Engineering,73.4,24.2,11.4,2.49,8.4
STU/BA/2023/01270,Onyekachi Dauda,23,Male,Business Administration,83,13.9,14.8,2.84,13.8
STU/E/2021/01271,Ifeanyi Ogunsanya,20,Male,Economics,39.5,11.3,14,2.51,21.4
STU/P/2021/01272,Kemi Olayiwola,18,Female,Pharmacy,47.5,18.3,11.1,1.6,13.6
STU/BA/2021/01273,Abimbola Oladipo,28,Female,Business Administration,100,28,16.9,4.51,28.7
STU/BA/2023/01274,Sadiq Afor,22,Male,Business Administration,52,17.8,13.9,2.57,15.8
STU/M/2024/01275,Raliya Olalekan,18,Female,Mathematics,78.8,29.5,18.5,4.39,24.3
STU/B/2019/01276,Rose Ogunsanya,26,Female,Biochemistry,46.9,8,2.9,1.61,1
STU/CE/2021/01277,Tola Saidu,26,Female,Chemical Engineering,44,20.2,12.9,1.96,14.4
STU/N/2019/01278,Francis Olayinka,26,Male,Nursing,32.7,6.5,6.4,1.23,6.2
STU/MC/2022/01279,Lola Ogundele,23,Female,Mass Communication,47.5,21.4,9.4,2.62,19.2
STU/M/2019/01280,Yemi Adewale,19,Female,Medicine,28.5,16.2,13.9,2.44,4.3
STU/CE/2021/01281,Nkechi Olanubi,17,Female,Chemical Engineering,49.9,12.7,8.4,1.71,8.8
STU/AS/2021/01282,Ifeoma Akinola,18,Female,Agricultural Science,84.3,20,9.1,2.29,5.4
STU/A/2019/01283,Abimbola Olapade,17,Female,Architecture,29.8,20,7.4,2.06,28.6
STU/M/2024/01284,Priscilla Olanike,19,Female,Microbiology,76.8,28.6,17.4,3.87,24.5
STU/E/2021/01285,Matthew Aladesanmi,24,Male,Economics,96.6,25,19.6,4.29,28.8
STU/A/2024/01286,Ade Ukwuoma,30,Male,Accounting,92.3,28.8,16.4,4.62,31.7
STU/MC/2022/01287,Chukwuemeka Anyanwu,22,Male,Mass Communication,100,20.3,17.7,4.19,30.3
STU/EE/2021/01288,Folake Oladipo,26,Female,Electrical Engineering,95.4,30,15.7,4.31,23.9
STU/EE/2023/01289,Usman Akindele,16,Male,Electrical Engineering,72.6,28.9,18.7,4.68,26.2
STU/M/2021/01290,Lawal Olaleye,28,Male,Mathematics,79.3,18.9,7.2,2.59,11.9
STU/MC/2024/01291,Paul Adesanya,28,Male,Mass Communication,66.3,16.1,9.1,2.56,9.6
STU/CE/2021/01292,Aminu Ugwu,18,Male,Chemical Engineering,36.3,8.7,2.9,1.6,9.8
STU/S/2020/01293,Toyin Ogunleye,28,Female,Statistics,72.1,18.9,13.3,2.42,16.3
STU/CE/2024/01294,Hadiza Afolabi,28,Female,Civil Engineering,73.6,23.4,18,3.02,16
STU/ME/2021/01295,Femi Okoro,29,Male,Mechanical Engineering,75.3,13.4,17.4,2.97,13.4
STU/M/2021/01296,Michael Oladoja,27,Male,Mathematics,96.5,30,20,4.93,29.3
STU/P/2024/01297,Kenneth Olamosu,18,Male,Physics,81,25.3,18.9,3.94,32.9
STU/S/2024/01298,Abiodun Akindele,17,Female,Statistics,90.7,27.8,18.6,4.42,19.3
STU/CE/2023/01299,Naomi Ibrahim,26,Female,Civil Engineering,92.5,27.1,18.5,3.25,22.8
STU/P/2021/01300,Comfort Dawodu,17,Female,Pharmacy,78.5,14.2,13.8,2.26,10.4
STU/ME/2022/01301,Hadiza Issa,17,Female,Mechanical Engineering,85.9,18.6,13.4,3.26,19.5
STU/P/2024/01302,Aisha Ihejirika,16,Female,Physics,66,20.7,12.7,2.91,16.8
STU/ME/2023/01303,Chinonso Ibrahim,18,Male,Mechanical Engineering,76.6,12.9,10.3,2.23,7.4
STU/ME/2019/01304,Ebuka Shehu,18,Male,Mechanical Engineering,60.6,19.7,10.6,2.71,20
STU/A/2019/01305,Laraba Onwudiwe,24,Female,Architecture,53.5,20.6,10,3.14,26
STU/M/2019/01306,Sadiya Chukwu,20,Female,Medicine,37.3,17.8,7.3,1.75,11.3
STU/CS/2023/01307,Wura Biobaku,28,Female,Computer Science,65.2,12.7,10,2.4,20.7
STU/M/2021/01308,Bimpe Olajide,24,Female,Microbiology,68.2,18.9,16.5,3.66,15.6
STU/B/2020/01309,Uchenna Fatoki,29,Male,Biochemistry,70.9,15.7,9.8,2.32,16.5
STU/CE/2024/01310,Adebayo Ukwu,30,Male,Civil Engineering,97.1,20.7,13.6,3.54,19.7
STU/N/2023/01311,Regina Alayande,17,Female,Nursing,58,15.1,9,1.65,13.1
STU/N/2021/01312,Catherine Nwankwo,30,Female,Nursing,54.6,12.6,8.1,2.13,20.3
STU/AS/2021/01313,Sade Akintoye,17,Female,Agricultural Science,81.7,14.4,11.6,2.58,11.1
STU/MC/2022/01314,Vincent Zakariyau,28,Male,Mass Communication,52,20,12.2,3.7,22.8
STU/A/2019/01315,Stephen Ukwu,26,Male,Architecture,69.7,19.5,11.4,4.27,19.7
STU/E/2022/01316,Donald Oduola,28,Male,Economics,47.7,5,12.3,1.17,2.8
STU/CE/2024/01317,Danladi Nnaji,16,Male,Chemical Engineering,66.4,14.3,7.1,1.98,12.9
STU/CE/2024/01318,Luke Olayiwola,19,Male,Civil Engineering,80.4,16.5,17.7,3.94,27.4
STU/CS/2022/01319,Toyin Afolabi,24,Female,Computer Science,100,28.4,17.3,4.76,26.9
STU/ME/2020/01320,Tunde Ugwu,19,Male,Mechanical Engineering,100,27.4,18.8,4.74,31.3
STU/M/2024/01321,Abubakar Olaposi,20,Male,Mathematics,73.7,21.8,12.1,2.83,15.6
STU/EE/2020/01322,Thomas Onwudiwe,24,Male,Electrical Engineering,100,30,16.8,4.17,22.2
STU/BA/2020/01323,Raliya Ogunmola,30,Female,Business Administration,47.6,14.8,12,2.14,12.9
STU/A/2023/01324,Akunna Adeyemi,22,Female,Accounting,68.2,12,11.6,2.35,21.3
STU/CS/2019/01325,Mark Unachukwu,18,Male,Computer Science,53.4,14.4,10.7,2.32,13.9
STU/BA/2024/01326,Joy Ukwu,21,Female,Business Administration,97.3,30,19.5,4.73,31.9
